"No.","IP Address","Type","Serial Number","Code","Receive Date","Warranty Date","DocRefer1","DocRefer2","Brand","Model","CPU Brand","CPU Speed","Capacity","Ram","Detail 1","Detail 2","Detail 3","Detail 4","Detail 5","Detail 6","OS License","OS Installed","Note","Location" 
"77","192.168.10.115","Monitor","CN-0M875N-64180-95Q-3PRU","FA09-07-007","Aug 25 2009 12:00AM","36","CH-QC-003"," ","DELL","E1713SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC01                                ","QA/QC OfficeFactory 1" 
"78","192.168.10.116","Computer","DB9922S","FA09-07-008","Aug 25 2009 12:00AM","36","CH-QC-004"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","2048","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-AE-9A-EA-5E","32 bit","Windows Vista","Windows XP","QAQC04    ","QA/QC OfficeFactory 1" 
"79","192.168.10.116","Monitor","CN-0M875N-64180-95Q-3PEU","FA09-07-008","Aug 25 2009 12:00AM","36","CH-QC-004"," ","DELL","E1713SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC04                                    ","QA/QC OfficeFactory 1" 
"80","192.168.10.117","Computer","CB9922S","FA09-07-009","Aug 25 2009 12:00AM","36","CH-QC-001"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","2048","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-AE-9B-09-69","32 bit","Windows Vista","Windows XP","QAQC02                                                                                                           ","QAQC 300%Factory 1" 
"81","192.168.10.117","Monitor","CN-0M875N-64180-95Q-3PQU ","FA09-07-009","Aug 25 2009 12:00AM","36","CH-QC-001"," ","DELL","E1713SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC02                                                                                               ","QAQC 300%Factory 1" 
"82","192.168.10.118","Computer","6LGWB2S","FA12-01-321","Jan 20 2012 12:00AM","36","CH-QC-005"," ","DELL","OptiPlex 390","Intel Core i3 - 2100","3.1","320","2048","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","D0-67-E5-27-34-DD","32 bit","Windows 7","Windows 7","QAQC05      ","QA/QC OfficeFactory 1" 
"83","192.168.10.118","Monitor","CN-04H19R-72872-1AH-AF3M","FA12-01-321","Jan 20 2012 12:00AM","36","CH-QC-005"," ","DELL","E1912Hf - LED 18 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC05                                        ","QA/QC OfficeFactory 1" 
"84","192.168.10.119","Computer","BDFYB2S","FA12-03-329","Mar 9 2012 12:00AM","36","CH-QC-006"," ","DELL","OptiPlex 390","Intel Core i3 - 2100","3.1","320","2048","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","D0-67-E5-2A-4C-C6","32 bit","Windows 7","Windows 7","QAQC03      ","QA/QC OfficeFactory 1" 
"85","192.168.10.119","Monitor","CN-04H19R-72872-18A-5NCM","FA12-03-329","Mar 9 2012 12:00AM","36","CH-QC-006"," ","DELL","E1912Hf - LED 18 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC03                           ","QA/QC OfficeFactory 1" 
"86","192.168.10.120","Computer","61LSD2S","FA12-09-364","Sep 5 2012 12:00AM","36","CH-QC-010"," ","DELL","OptiPlex 390","Intel Core i3 - 2120","3.30","500","2048","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","78-45-C4-15-6F-07 ","32 bit","Windows 7","Windows 7","QAQC06","QA/QC OfficeFactory 1" 
"87","192.168.10.120","Monitor","CN-0R49DY-64180-276-1TLL","FA12-09-364","Sep 5 2012 12:00AM","36","CH-QC-010"," ","DELL","E1713SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC06                                      ","QA/QC OfficeFactory 1" 
"88","192.168.10.121","Computer","CSQ7NW1","FA13-05-411","May 28 2013 12:00AM","36","CH-AS-004"," ","DELL","OptiPlex 3010 ","Intel Core i3 - 3220","3.30","500","4096","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","A4-1F-72-63-B7-AD","32 bit","Windows 7","Windows 7","PA01       ","Production OfficeFactory 1" 
"89","192.168.10.121","Monitor","CN-04H19R-72872-1AL-HATM","FA11-11-306","Nov 25 2011 12:00AM","36","CH-AS-003"," ","DELL","E1912HF - LED18.5 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PA01                                                                                       ","Production OfficeFactory 1" 
"90","192.168.10.122","Computer","IFW7B2S","FA11-11-306","Nov 25 2011 12:00AM","36","CH-AS-003"," ","DELL","OptiPlex 390","Intel Core i3 - 2100","3.1","320","2048","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","D0-67-E5-0E-E6-4E","32 bit","Windows 7","Windows 7","PA02                                                   ","Production OfficeFactory 1" 
"91","192.168.10.122","Monitor","CN-ODM06C-64180-2BM-37DU","FA13-05-411","May 28 2013 12:00AM","36","CH-AS-004"," ","DELL","E1713SC - LED 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PA02","Production OfficeFactory 1" 
"92","192.168.10.123","Computer","CHW7B2S","FA11-11-307","Feb 3 2012 12:00AM","36","CH-PD-004"," ","DELL","OptiPlex 390","Intel Core i3 - 2100","3.1","320","2048","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","D0-67-E5-0E-FA-1E","32 bit","Windows 7","Windows 7","MF2PA01                                              ","Production OfficeFactory 2" 
"93","192.168.10.123","Monitor","CN-0DM06C-64180-353-00GU","OF13-07-198","Jun 5 2013 12:00AM","36","CH-AS-005"," ","DELL","E1713SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","MF2PA01                                         ","Production OfficeFactory 2" 
"94","192.168.10.124","Computer","16M0XX1","2FA13-06-053","Jun 24 2013 12:00AM","36","CH-PD-005"," ","DELL","OptiPlex 3010","Intel Core i3 - 3220","3.30","500","4096","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","A4-1F-72-7B-AC-ED","32 bit","Windows 7","Windows 7","PA05                                              ","Production RoomFactory 1" 
"95","192.168.10.124","Monitor","CN-0M875N-64180-95Q-3PVU","FA09-07-014","Aug 25 2009 12:00AM","36","CH-PE-002"," ","DELL","E170SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PA05                                                                                                                                                                                ","Production OfficeFactory 1" 
"96","192.168.10.125","Computer","87LMG52"," ","Jul 10 2015 12:00AM","36"," "," ","DELL","Inspiron 3748","Intel Core i3-4170","3.70","500","4096"," "," "," "," "," "," ","Windows 8 ","Windows 7","MF2PD03","Production OfficeFactory 2" 
"97","192.168.10.125","Monitor","E2215HVF"," ","Jul 10 2015 12:00AM","36"," "," ","DELL","E2215HVF  21.5 inch"," "," ","0","0"," "," "," "," "," "," "," "," ","MF2PD03                                              ","Production OfficeFactory 2" 
"98","192.168.10.126","Computer","CXK892S","FA11-07-262","Jul 1 2011 12:00AM","36","CH-PD-002"," ","DELL","OptiPlex 380","Intel Core  2 Duo E7500","2.93","320","2048","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","BC-30-5B-C2-AD-50","32 bit","Windows 7","Windows 7","PD02                   ","Production OfficeFactory 1" 
"99","192.168.10.126","Monitor","CN-0R49DY-64180-15H-3HQM","FA11-07-262","Jul 1 2011 12:00AM","36","CH-PD-002"," ","DELL","E170SC - LED 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PD02  ","Production OfficeFactory 1" 
"100","192.168.10.127","Computer","B8M0XX1","OF13-07-198","Jun 5 2013 12:00AM","36","CH-AS-005"," ","DELL","OptiPlex 3010","Intel Core i3 - 3220","3.30 ","500","4096","DELL (DVD/DVD RW)","Sound Card: Onborad","Speaker: Onboard","Lan Card: Onboard"," ","32 bit","Windows 7","Windows 7","MF2PD01                                                      ","Production OfficeFactory 2" 
"101","192.168.10.127","Monitor","CN-0DM06C-64180-2BM-1JMU","2FA13-06-053","Jun 24 2013 12:00AM","36","CH-PD-005"," ","DELL","E1713SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","MF2PD01                         ","Production OfficeFactory 2" 
"102","192.168.10.128","Monitor","CN-0R49DY-64180-15H-1YWM","FA11-11-307","Feb 3 2012 12:00AM","36","CH-PD-004"," ","DELL","E170SC - LED 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PD01                                                                 ","Production OfficeFactory 1" 
"103","192.168.10.129","Computer","J28LNW1","2FA13-10-077","Oct 22 2013 12:00AM","36","CH-PD-006","OCTS-5610036","DELL","Optiplex 3010","Intel Core i5 - 3470","3.20","1024","4096","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","A4-1F-72-63-8B-85","32 bit","Windows 8.1  64 bit","Windows 7  32 bit","MF2PD02                                                                                         ","Production OfficeFactory 2" 
"104","192.168.10.129","Monitor","CN-01X2HC-64180-2CD-1VPL","2FA13-10-077 ","Oct 22 2013 12:00AM","36","CH-PD-006","OCTS-5610036","DELL","E2013Hc - LED 20 lnch"," "," ","0","0"," "," "," "," "," "," "," "," ","MF2PD02                                  ","Production OfficeFactory 2" 
"105","192.168.10.130","Computer","88VL22S","FA09-07-011","Aug 25 2009 12:00AM","36","CH-AS-001"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","1024","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-AE-AA-8F-DA","32 bit","Windows Vista","Windows XP","PA03                                                 ","Production OfficeFactory 1" 
"106","192.168.10.130","Monitor","CN-0M875N-64180-97G-1QZU","FA09-07-011","Jan 20 2012 12:00AM","36","CH-PC-008"," ","DELL","E170SC - LCD 17 inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PA03                                              ","Production OfficeFactory 1" 
"107","192.168.10.131","Computer","2KX772S","FA10-11-188 ","Nov 16 2010 12:00AM","36","CH-HR-003"," ","DELL","OptiPlex 380","Intel Core 2 Duo E5400","2.26","320","2048","Lan Card: Onboard"," "," "," ","F0-4D-A2-39-F7-01","32 BIT","Windows 7","Windows 7","HR02                                                                                  ","General OfficeFactory 1" 
"108","192.168.10.131","Monitor","CN-0M875N-64180-0A9-0X3C","FA10-11-188 ","Nov 16 2010 12:00AM","36","CH-HR-003"," ","DELL","E170SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","HR02                                                                     ","General OfficeFactory 1" 
"109","192.168.10.132","Computer","HPHR04","OF08-12-002","Aug 3 2009 12:00AM"," ","CH-HR-001"," ","HP","HP (G3785L)","Intel Core 2 Duo E7300","2.66","480","1024","HP (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-54-BC-A7-DE","32 bit","Windows VIsta","Windows XP","HR04                ","General OfficeFactory 1" 
"110","192.168.10.132","Monitor","CN-0DM06C-64180-38M-2S3L","FA13-09-426","Sep 19 2013 12:00AM","36","CH-HR-006","OCTS-5608043 ","DELL","E1713SC - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","HR04                                            ","General OfficeFactory 1" 
"111","192.168.10.133","Computer","JV7LNW1","FA13-07-332","Jul 24 2013 12:00AM","36","CH-HR-005"," ","DELL","OptiPlex 3010","Intel Core i5 - 3470","3.60","1024","4096","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","A4-1F-72-6A-37-79","64 bit","Windows 8","Windows 8","HR05                                                             ","General OfficeFactory 1" 
"112","192.168.10.133","Monitor","CN-01X2HC-64180-2C4-2H2S","FA13-07-332","Jun 2 2014 12:00AM","36","CH-HR-005"," ","DELL","E2013HC - LED 20 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","HR06           ","General OfficeFactory 1" 
"113","192.168.10.135","Computer","77LMG52"," ","Aug 5 2015 12:00AM","36"," "," ","DELL","Inspiron 3847","Intel Core i3-4170","3.7 GHz","500","4096"," "," "," "," "," "," ","Windows 8.1  64bit","Windows 7 32 bit","HR07","Production OfficeFactory 2" 
"114","192.168.10.135","Monitor","E2215HVF"," ","Aug 5 2015 12:00AM","36"," "," ","DELL","E2215HVF 21.5 inch"," "," ","0","0"," "," "," "," "," "," "," "," ","                        ","Production OfficeFactory 2" 
"115","192.168.10.138","Computer","2C9922S","FA09-07-012","Nov 21 2011 12:00AM","36","CH-PC-003"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","1024","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-AE-9B-09-87","32 bit","Windows VIsta","Windows XP","PC09                                 ","Warehouse RoomFactory 1" 
"116","192.168.10.138","Monitor","CN-0M875N-64180-95Q-3PLU","OF09-10-134","Nov 21 2011 12:00AM","36","CH-PC-004"," ","DELL","E170SC- LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PC09                                                        ","Warehouse RoomFactory 1" 
"117","192.168.10.139","Computer","78VL22S","FA09-08-076","Aug 25 2009 12:00AM","36","CH-PC-001"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","1024","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-AE-AA-90-AF","32 bit","Windows Vista","Windows XP","PC10                                                           ","Warehouse RoomFactory 1" 
"118","192.168.10.139","Monitor","CN-0M875N-64180-97G-1Q3U","FA09-08-076","Aug 25 2009 12:00AM","36","CH-PC-001"," ","DELL","E170SC- LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PC10                           ","Warehouse RoomFactory 1" 
"119","192.168.10.140","Computer","CLLY22S","FA09-08-074","Sep 16 2009 12:00AM","36","CH-PC-002"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","1024","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-25-64-91-AD-C4","32 bit","Windows Vista","Windows XP","MF2BC-PC                                               ","Production OfficeFactory 2" 
"120","192.168.10.140","Monitor","CN-OM875N-64180-95Q-3QNU","FA09-07-012","Aug 25 2009 12:00AM","36","CH-AS-001"," ","DELL","E170SC - LCD 17 inch"," "," ","0","0"," "," "," "," "," "," "," "," ","MF2BC-PC             ","Production OfficeFactory 1" 
"121","192.168.10.141","Computer","CZZK7C2"," ","Jul 25 2016 12:00AM","36"," "," ","DELL","Optiplex 3040","Intel Core i3-6100","3.70","1000","4092"," "," "," "," "," "," ","Windows 8.1","Windows 7  32 bit","QAQC09                                              ","QA/QC OfficeFactory 1" 
"122","192.168.10.141","Monitor","SNSE1916H"," ","Jul 25 2016 12:00AM","36"," "," ","DELL","E1916H  LED 18.5\\\\"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC09                                              ","QA/QC OfficeFactory 1" 
"123","192.168.10.142","Computer","DHXH8F2"," ","Nov 14 2016 12:00AM","60"," "," ","DELL","Dell OptiPlex 3040","Intel","Core i3-6100","500","4096"," "," "," "," "," "," ","Windows 7  32 bit","Windows 8.1 pro 64 bit.","QAQC10","QA/QC OfficeFactory 1" 
"124","192.168.10.142","Monitor","CN-00JPKM-77872-66D-C46U"," ","Nov 14 2016 12:00AM","60"," "," ","DELL","E2216H  21.5\""," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC10                       ","QA/QC OfficeFactory 1" 
"125","192.168.10.143","Computer","DHZL8F2"," ","Nov 14 2016 12:00AM","60"," "," ","DELL","OptiPlex 3040","Intel","Core i3-6100","500","4096"," "," "," "," "," "," ","Windows7  32 bit","Windows8.1 pro 64 bit","QAQC11","QA/QC OfficeFactory 1" 
"126","192.168.10.143","Monitor","CN-00JPKM-77872-66D-C4DU"," ","Nov 14 2016 12:00AM","60"," "," ","DELL","E2216H"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC11","QA/QC OfficeFactory 1" 
"127","192.168.10.144","Computer","4RF53C2"," ","Dec 22 2016 12:00AM","12"," "," ","DELL","INSPIRON3458","Intel i3-5005U","2.0","500","4096"," "," "," "," "," "," ","Windows 8.1 64 bit","Windows 7  32 bit","QAQC12","QA/QC OfficeFactory 1" 
"128","192.168.10.146","Computer","DJ0K8F2"," ","May 8 2017 12:00AM","60"," "," ","DELL","Optiplex 3040","Intel","i3-6100","500","4096"," "," "," "," "," "," ","Windows  8 .1 64 bit","Windows  7  32bit","QAQC14","QA/QC OfficeFactory 1" 
"129","192.168.10.146","Monitor","CN"," ","May 8 2017 12:00AM","60"," "," ","DELL","E2216H"," "," ","0","0"," "," "," "," "," "," "," "," ","QAQC14
","QA/QC OfficeFactory 1" 
"130","192.168.10.150","Computer","CZYC7C2"," ","Jul 11 2016 12:00AM","36"," "," ","DELL ","OptiPlex 3040","Intel Core i3-6100","3.70 GHz","1000","4096"," "," "," "," "," "," ","Windows 8.1","Windows 7 32 bit.","ACC01","General OfficeFactory 1" 
"131","192.168.10.150","Monitor","CN-ORKH32-72872-55U-A6CB"," ","Jul 11 2016 12:00AM","36"," "," ","DELL ","E2215HVF  21\""," "," ","0","0"," "," "," "," "," "," "," "," ","ACC01","General OfficeFactory 1" 
"132","192.168.10.150","Monitor","CN-0M875N-64180-97G-1QVU","OF09-10-134","Aug 25 2009 12:00AM","36","CH-AC-002"," ","DELL","E170Sc - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","ACC01                                                                               ","General OfficeFactory 1" 
"133","192.168.10.151","Computer","2CJV72S","OF11-01-158","Feb 22 2011 12:00AM","36","CH-AC-003"," ","DELL","Optiplex 380","Intel Core 2 Duo E7500","2.93","300","1024","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","BC-30-5B-AA-E5-02","32 bit","Windows 7","Windows 7","ACC02","General OfficeFactory 1" 
"134","192.168.10.151","Monitor","CN-0M875N-64180-0BG-1HNU","OF11-01-158","Feb 22 2011 12:00AM","36","CH-AC-003"," ","DELL","E170Sc - LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","ACC02                                          ","General OfficeFactory 1" 
"135","192.168.10.152","Computer","98VL22S","OF09-10-134","Aug 25 2009 12:00AM","36","CH-AC-002"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","4096","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-AE-AA-8E-05","32 bit","Windows 8.1","Windows 7 32 bit.","ACC03                                                           ","General OfficeFactory 1" 
"136","192.168.10.152","Monitor","CN-0R49DY-64180-19U-09SC","OF12-02-181","Mar 1 2012 12:00AM","36","CH-AC-001"," ","DELL","E170SC- LCD 17 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","ACC03                       ","General OfficeFactory 1" 
"137","192.168.10.153","Computer","DHYM8F2"," ","Jan 4 2017 12:00AM","60"," "," ","DELL","Optiplex3040","Intel Core i3-6100","3.70","500","4096"," "," "," "," "," "," ","Windows 8.1   64 bit","Windows 7 32 bit","ACC05","General OfficeFactory 1" 
"138","192.168.10.153","Monitor","CN-00JPKM-72872-672-CKWI"," ","Jan 4 2017 12:00AM","60"," "," ","DELL","E2216H"," "," ","0","0"," "," "," "," "," "," "," "," ","ACC05","General OfficeFactory 1" 
"139","192.168.10.162","Computer","HWVJNW1","3FA13-10-026","Oct 14 2013 12:00AM","36","CH-MC-001","OCTS-5610036","DELL","OptiPlex 3010","Inte Core i5 - 3470","3.20","1024","4096","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","A4-1F-72-69-8C-DA","32 bit","Windows 8","Windows 7","MIC01                                                                                                           ","Production OfficeFactory 1" 
"140","192.168.10.162","Monitor","CN-01X2HC-64180-2CD-1SFL","3FA13-10-026","Oct 14 2013 12:00AM","36","CH-MC-001","OCTS-5610036","DELL","E2013HC - LED 20 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","MIC01                                            ","Production OfficeFactory 1" 
"141","192.168.10.163","Computer","SGH402PJPP","3FA14-04-043","Apr 25 2014 12:00AM","36","CH-MC-002","OCTS-5704022","HP","Pro 3330 MT PC","Intel Core i3 - 3220","3.3","1024","4096","SuperMutil DVDRW","Sound Card:Onboard","Speaker: Onboard","Lan Card: Onboard","48-F8-B3-8F-6C-1A","32 bit","Windows 8","Windows 7","MIC02               ","Microclutch OfficeFactory 1" 
"142","192.168.10.163","Monitor","6CM4084FGG","3FA14-04-043","Apr 25 2014 12:00AM","36","CH-MC-002","OCTS-5704022","Hp ","HPLV1911 - LED 19 Inch"," "," ","0","0"," "," "," "," "," "," "," "," ","MIC02                                 ","Microclutch OfficeFactory 1" 
"143","192.168.10.164","Computer","FMVNE5CD3"," ","Aug 3 2009 12:00AM"," ","CH-JP-003"," ","FUJITSU ","FMV-E8140","Intel Celeron CPU 430","1.73","420","1024","CD INCLUDED","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-17-42-43-7D-59 ","32 bit","Windows XP","Windows XP","                                                                      ","Production OfficeFactory 2" 
"144","192.168.10.165","Computer","CTG4YC2"," ","May 23 2016 12:00AM","36"," "," ","DELL","Vostro 3650","Intel Core i3 ","3.60","500","4096"," "," "," "," "," "," ","Windows  8.1","Windows  7 32 bit.","MIC03                                              ","Production OfficeFactory 1" 
"145","192.168.10.165","Monitor","H2YPNZ1"," ","May 20 2016 12:00AM","36"," "," ","DELL","E1916H 19\\"," "," ","0","0"," "," "," "," "," "," "," "," ","MIC03                       ","Production OfficeFactory 1" 
"146","192.168.10.167","Computer","1C9922S","OF09-10-134","Sep 16 2009 12:00AM","36","CH-PC-005"," ","DELL","OptiPlex 360","Intel Core 2 Duo E7400","2.80","160","1024","DELL (CD/DVD)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","00-23-AE-9B-09-76","32 bit","Windows Vista","Windows XP","PC05                      ","Production OfficeFactory 1" 
"147","192.168.10.167","Monitor","CN-0R49DY-64180-15H-1DFM","OF09-10-134 ","Sep 16 2009 12:00AM","36","CH-PC-004"," ","DELL","E170SC - LCD 17 inch"," "," ","0","0"," "," "," "," "," "," "," "," ","PC05                                                        ","Production OfficeFactory 1" 
"148","192.168.10.170","Computer","5BMWC2S","FA12-07-358","Jun 6 2012 12:00AM","36","CH-EN-001"," ","DELL","OptiPlex 390","Intel Core i3 - 2120","3.30","500","2048","DELL (DVD/DVD RW)","Sound Card: Onboard","Speaker: Onboard","Lan Card: Onboard","D4-BE-D9-DC-FA-7D","32 bit","Windows 7","Windows 7","ENG01                                                                                    ","Production OfficeFactory 1" 
